"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"4433","Good",73,94,11,80,34,0,0,94,2,"4","6",2,1,26,4,2,2,0,72,0,3,0,18
"4434","Good",34,157,31,91,1,8,7,33,1,"0","2",11,0,67,0,4,4,100,-8,1,-8,1,100
"4435","Good",72,113,13,62,37,0,0,100,83,"7","8",37,0,24,1,2,2,46,78,10,5,4,71
"4436","Good",86,321,20,96,15,0,0,100,83,"7","8",16,0,47,-8,0,0,16,59,3,2,0,63
"4437","Good",66,96,6,32,13,0,0,93,20,"6","6",14,4,14,5,0,0,33,-8,4,1,1,71
"4438","Good",81,170,1,67,21,0,0,100,83,"7","8",24,4,25,3,1,1,12,98,3,2,0,63
"4439","Bad",73,64,3,29,13,0,0,100,83,"7","8",13,2,38,0,4,4,22,100,3,2,0,63
"4440","Good",62,135,2,63,9,3,2,69,22,"6","3",14,1,38,0,0,0,0,-8,0,-8,-8,0
"4441","Good",92,211,20,124,33,0,0,100,83,"7","8",34,0,15,24,0,0,0,-8,2,1,0,27
"4442","Bad",73,74,27,48,3,0,0,100,83,"7","8",3,0,100,0,2,2,-8,98,-8,1,-8,100
"4443","Good",85,173,2,67,18,0,0,100,83,"7","8",10,2,21,1,2,2,0,-8,1,-8,0,10
"4444","Bad",64,82,6,43,20,1,0,90,7,"4","5",21,1,43,3,7,4,62,91,7,4,1,73
"4445","Bad",66,79,7,42,15,0,0,100,83,"7","8",15,2,20,0,3,3,35,-8,6,-8,1,75
"4446","Bad",68,-8,7,64,37,1,1,95,18,"6","6",38,9,18,15,0,0,39,88,10,2,3,52
"4447","Bad",60,168,1,57,17,0,0,95,0,"4","6",22,7,23,0,6,6,30,100,4,3,2,47
"4448","Bad",70,212,1,56,32,0,0,100,83,"7","8",36,11,36,1,4,4,19,91,7,2,0,75
"4449","Bad",80,113,5,48,13,0,0,86,26,"6","6",14,2,14,4,1,1,0,-8,0,1,0,17
"4450","Good",64,150,8,48,23,0,0,96,23,"6","6",23,2,61,0,2,2,65,96,2,6,1,73
"4451","Bad",74,183,3,75,13,0,0,100,83,"7","8",13,2,31,0,4,4,75,65,4,3,2,88
"4452","Bad",72,172,15,76,5,1,1,100,83,"6","8",5,0,20,2,1,1,39,-8,2,-8,0,100
"4453","Bad",65,157,6,44,13,1,0,93,30,"6","5",14,4,36,4,1,1,23,80,3,2,-8,67
"4454","Good",80,195,10,67,24,0,0,100,83,"7","8",25,1,25,22,0,0,36,27,3,2,0,83
"4455","Good",82,220,3,59,27,0,0,100,83,"7","8",27,4,26,0,1,0,7,89,2,3,0,36
"4456","Good",82,172,3,80,38,0,0,100,83,"7","8",41,2,20,4,1,1,5,74,6,2,1,64
"4457","Good",72,149,2,63,46,0,0,100,83,"7","8",49,4,51,24,4,4,34,83,4,5,2,75
"4458","Bad",54,366,5,74,27,0,0,93,3,"4","6",27,2,4,0,1,1,87,-8,9,-8,5,100
"4459","Good",85,184,1,69,24,0,0,100,83,"7","8",31,3,45,0,2,2,19,72,3,3,0,67
"4460","Bad",69,187,2,88,11,0,0,100,83,"7","8",15,2,53,0,2,2,86,-8,4,1,3,100
"4461","Bad",67,135,0,71,29,0,0,94,80,"6","6",33,4,9,0,8,8,35,69,10,1,2,46
"4462","Bad",66,171,11,75,28,1,1,100,83,"6","8",28,2,14,1,3,2,69,37,6,1,3,60
"4463","Bad",67,194,5,80,17,0,0,94,2,"4","6",17,1,41,3,1,1,30,49,1,4,1,71
"4464","Good",47,147,6,43,15,2,2,71,6,"1","3",18,1,59,0,0,0,91,76,4,6,4,91
"4465","Bad",65,145,8,74,11,2,2,100,83,"6","8",13,1,83,0,2,2,-8,66,-8,2,-8,100
"4466","Bad",67,228,19,126,10,0,0,82,15,"6","6",12,0,18,24,3,3,37,-8,6,1,1,88
"4467","Bad",82,163,24,89,17,0,0,100,83,"7","8",15,0,29,-8,0,0,24,-8,3,2,1,63
"4468","Good",78,294,11,78,28,1,1,97,59,"6","3",29,1,24,2,1,1,6,-8,4,-8,0,33
"4469","Good",80,145,5,53,29,0,0,100,83,"7","8",30,7,17,10,0,0,0,-8,2,1,0,20
"4470","Bad",82,163,4,71,25,0,0,100,83,"6","8",28,4,29,0,0,0,18,98,4,2,0,55
"4471","Bad",57,107,3,53,25,1,1,96,-8,"6","3",26,4,54,0,7,7,89,36,5,3,2,82
"4472","Good",82,144,9,86,14,0,0,100,83,"7","8",14,1,43,8,0,0,-8,-8,0,2,-8,67
"4473","Good",91,473,18,161,20,0,0,100,83,"7","8",21,0,33,0,0,0,3,-8,3,-8,0,38
"4474","Good",83,122,6,52,13,0,0,100,83,"7","8",13,1,38,4,1,1,18,-8,2,1,0,100
"4475","Bad",71,143,12,65,19,2,2,100,83,"7","8",19,0,21,24,0,0,22,37,2,2,0,50
"4476","Bad",69,217,14,93,18,0,0,80,10,"4","6",20,0,45,0,5,4,20,24,4,3,1,78
"4477","Good",82,298,19,111,24,0,0,100,83,"7","8",24,0,38,19,0,0,25,22,3,2,0,63
"4478","Bad",71,-8,4,10,4,0,0,100,83,"7","8",4,2,25,2,6,6,17,87,3,1,0,100
"4479","Bad",60,-8,10,110,35,2,2,95,2,"4","6",37,1,27,6,0,0,79,74,9,2,7,73
"4480","Good",80,174,9,83,20,0,0,95,-8,"6","6",21,1,43,0,0,0,-8,-8,1,1,0,100
"4481","Good",81,139,0,51,14,0,0,100,83,"7","8",15,4,20,0,3,2,16,60,2,3,0,45
"4482","Bad",54,111,3,67,6,4,2,55,3,"0","2",11,2,0,0,4,4,90,-8,4,-8,3,83
"4483","Good",75,100,4,48,17,0,0,100,83,"7","8",18,1,44,0,0,0,49,36,3,2,2,71
"4484","Bad",66,54,6,28,10,1,1,100,83,"7","8",10,1,50,24,2,2,74,57,3,2,1,83
"4485","Bad",57,161,4,69,9,0,0,73,14,"6","6",11,3,55,0,0,0,78,46,1,4,1,100
"4486","Good",88,530,5,182,17,0,0,100,83,"7","8",17,2,24,0,0,0,3,81,5,2,0,64
"4487","Bad",61,8,2,5,1,0,0,100,83,"7","8",2,2,50,0,2,2,92,-8,1,1,1,100
"4488","Good",79,112,2,52,39,0,0,100,83,"7","8",77,3,12,1,2,2,22,51,4,2,1,55
"4489","Good",57,199,3,99,9,2,2,89,52,"6","6",9,1,44,3,1,1,-8,-8,0,-8,0,0
"4490","Good",85,297,10,104,23,0,0,100,83,"7","8",23,1,26,0,1,0,3,56,3,4,0,50
"4491","Good",79,120,2,46,22,0,0,100,83,"7","8",23,5,22,2,3,3,6,90,1,2,0,50
"4492","Good",87,167,3,134,25,0,0,100,83,"7","8",14,1,20,-8,0,0,5,-8,4,1,0,36
"4493","Bad",78,125,5,63,19,0,0,100,83,"7","8",20,1,55,-8,0,0,39,66,4,4,1,100
"4494","Bad",57,132,3,67,47,1,1,96,6,"4","6",14,2,55,0,5,5,50,86,8,13,2,81
"4495","Good",71,207,14,147,26,0,0,89,8,"4","6",28,0,36,24,0,0,1,-8,3,2,0,64
"4496","Good",84,144,8,64,16,0,0,100,83,"7","8",16,1,44,24,0,0,16,75,3,2,0,86
"4497","Bad",86,228,5,85,31,0,0,100,83,"7","8",32,3,41,0,0,0,16,42,2,2,0,44
"4498","Bad",64,262,3,80,15,2,0,83,11,"4","2",18,1,44,0,0,0,71,52,8,3,4,92
"4499","Good",81,398,2,112,17,0,0,100,83,"7","8",18,2,33,0,0,0,47,60,5,2,1,64
"4500","Good",69,108,7,60,30,0,0,100,83,"7","8",30,1,30,0,1,1,71,68,7,4,4,100
"4501","Bad",65,265,11,64,16,0,0,88,37,"6","6",17,1,24,0,1,1,76,-8,8,1,2,100
"4502","Bad",70,23,1,11,12,0,0,100,83,"7","8",13,8,8,0,1,1,17,89,4,1,1,56
"4503","Bad",62,398,3,133,33,0,0,88,37,"6","6",34,2,44,0,3,3,56,89,8,3,4,65
"4504","Bad",73,147,24,90,14,1,1,87,15,"6","2",15,0,27,0,0,0,50,35,4,3,1,88
"4505","Bad",63,153,3,48,17,0,0,88,4,"4","6",17,1,47,0,3,3,44,94,3,3,0,50
"4506","Bad",51,232,6,93,13,2,1,69,1,"0","2",16,3,38,0,0,0,94,88,2,3,1,83
"4507","Good",82,178,9,58,16,0,0,100,83,"7","8",17,1,24,2,2,2,23,87,2,2,1,67
"4508","Bad",72,214,8,54,26,0,0,96,65,"6","6",27,3,30,0,2,2,56,-8,10,3,1,76
"4509","Bad",76,242,12,89,42,0,0,100,83,"7","8",32,0,19,1,1,1,61,39,4,3,1,58
"4510","Good",83,128,5,78,44,0,0,100,83,"7","8",44,1,14,2,1,1,8,85,7,2,0,36
"4511","Bad",76,181,5,52,29,0,0,100,83,"7","8",29,2,55,0,1,1,46,-8,7,1,2,73
"4512","Good",75,188,4,50,18,0,0,100,83,"7","8",19,1,50,4,6,6,44,60,5,4,1,82
"4513","Good",77,273,3,98,26,0,0,96,6,"4","6",28,1,39,-8,0,0,11,-8,2,1,2,33
"4514","Bad",62,60,5,20,9,2,1,90,46,"6","5",10,3,40,4,2,2,53,73,5,4,2,90
"4515","Good",86,400,9,107,43,0,0,100,83,"7","8",43,1,33,13,0,0,5,84,3,2,0,38
"4516","Bad",75,159,6,82,11,1,1,92,78,"6","3",13,3,38,0,0,0,40,76,3,1,0,100
"4517","Good",81,218,4,68,53,0,0,100,83,"7","8",9,3,25,5,0,0,26,40,4,3,1,54
"4518","Bad",83,350,10,101,32,0,0,97,-8,"6","6",32,1,19,0,0,0,2,61,3,4,0,54
"4519","Bad",63,73,33,53,1,1,0,50,5,"4","5",2,0,100,13,0,0,-8,-8,-8,-8,-8,-8
"4520","Bad",73,250,6,67,42,0,0,100,83,"7","8",47,2,49,0,1,1,50,86,4,7,1,69
"4521","Bad",57,164,7,62,16,1,1,72,2,"4","3",19,2,47,0,1,1,67,62,5,2,3,100
"4522","Bad",60,75,4,30,28,0,0,100,83,"7","8",29,6,41,0,4,3,83,96,9,2,3,92
"4523","Bad",68,329,2,80,32,1,1,91,26,"6","6",34,3,33,0,8,8,31,-8,7,1,2,57
"4524","Bad",66,101,5,73,31,0,0,100,83,"7","8",20,1,10,24,4,3,72,-8,15,1,10,75
"4525","Bad",54,120,7,42,12,0,0,67,2,"4","6",12,4,50,0,0,0,77,89,2,4,1,100
"4526","Good",82,176,18,107,40,0,0,100,83,"7","8",40,0,35,0,0,0,0,75,2,2,1,21
"4527","Good",75,351,13,155,25,0,0,100,83,"6","7",25,0,16,0,0,0,56,-8,7,1,2,60
"4528","Good",67,247,14,79,18,1,0,80,4,"4","5",21,0,20,6,0,0,25,50,4,2,1,46
"4529","Good",73,323,6,102,31,0,0,100,83,"7","8",38,1,19,0,2,1,47,90,8,2,3,59
"4530","Bad",56,420,10,151,17,2,0,65,1,"4","5",20,1,40,24,0,0,61,73,4,4,3,57
"4531","Good",86,214,3,96,24,0,0,100,83,"7","8",4,1,54,0,1,1,25,-8,1,1,1,33
"4532","Bad",66,188,5,77,7,1,0,75,48,"6","5",8,1,25,5,0,0,99,-8,1,-8,-8,100
"4533","Bad",62,77,9,43,9,2,1,64,14,"6","2",11,1,64,0,0,0,-8,84,-8,4,-8,100
"4534","Good",87,65,17,71,10,0,0,100,83,"7","8",8,0,40,24,0,0,12,-8,4,1,0,83
"4535","Good",76,78,8,44,19,0,0,100,83,"7","8",11,3,42,24,1,1,17,94,5,2,0,78
"4536","Bad",62,212,32,103,11,1,1,77,9,"0","2",13,0,23,-8,0,0,49,-8,5,1,2,89
"4537","Good",68,265,4,93,31,1,1,91,6,"4","6",34,1,62,0,0,0,0,69,1,9,0,85
"4538","Bad",75,170,8,62,22,0,0,100,83,"7","8",24,4,54,0,2,2,27,79,3,6,1,69
"4539","Bad",68,256,8,8,1,0,0,100,83,"7","8",30,1,100,0,4,4,-8,-8,-8,1,-8,100
"4540","Bad",69,266,5,93,22,2,0,89,28,"6","5",27,2,41,9,0,0,27,92,6,2,1,67
"4541","Good",66,150,4,72,37,3,3,97,83,"0","7",41,4,32,0,3,3,4,58,4,3,0,54
"4542","Bad",56,127,9,58,30,0,0,90,0,"4","6",30,1,80,0,2,2,74,59,3,7,1,100
"4543","Good",84,179,3,99,15,0,0,93,28,"6","6",15,2,33,-8,0,0,18,97,3,2,1,63
"4544","Bad",65,140,14,23,5,0,0,100,83,"7","8",7,0,40,24,1,1,95,-8,2,1,-8,75
"4545","Good",79,397,2,56,32,0,0,100,83,"7","8",62,5,24,0,2,2,19,72,6,3,1,64
"4546","Bad",67,152,21,97,25,1,1,96,83,"5","7",26,0,35,0,7,6,59,-8,7,1,2,67
"4547","Good",82,306,1,105,18,0,0,95,26,"6","6",20,1,25,2,1,1,6,100,9,1,0,77
"4548","Bad",63,194,8,67,18,4,4,71,16,"6","2",21,2,33,0,1,1,9,-8,1,1,0,25
"4549","Bad",54,164,30,66,5,1,0,50,3,"3","5",7,0,33,0,1,1,108,-8,2,1,1,100
"4550","Good",86,181,3,89,11,0,0,100,83,"7","8",11,1,9,1,2,2,5,-8,2,-8,0,50
"4551","Bad",67,112,3,74,4,1,0,80,30,"6","5",5,1,100,24,5,5,-8,-8,-8,1,-8,100
"4552","Good",66,377,7,114,26,0,0,96,5,"4","6",26,1,23,8,0,0,48,3,2,2,1,50
"4553","Bad",66,-8,7,78,32,4,4,86,7,"6","2",0,3,19,0,1,1,33,19,7,3,1,65
"4554","Bad",83,83,3,32,9,0,0,100,83,"7","8",9,1,56,24,3,3,9,53,1,4,0,71
"4555","Bad",73,420,97,208,7,0,0,88,64,"6","6",8,0,25,0,0,0,76,-8,3,-8,2,75
"4556","Good",86,153,6,94,10,0,0,100,83,"7","8",11,1,73,6,0,0,0,87,0,3,0,60
"4557","Good",87,207,1,65,14,0,0,100,83,"7","8",15,2,33,24,1,1,5,10,3,2,0,50
"4558","Good",72,148,5,67,44,0,0,96,70,"6","6",47,5,33,0,2,2,14,-8,5,5,0,73
"4559","Good",87,149,26,74,13,0,0,100,83,"7","8",17,0,23,4,1,1,0,-8,0,1,0,50
"4560","Bad",67,136,3,72,17,1,1,100,83,"6","8",17,4,29,0,4,4,78,97,2,2,1,50
"4561","Bad",64,144,10,54,19,0,0,85,4,"4","6",21,1,55,0,2,2,44,44,5,3,0,89
"4562","Good",84,339,3,115,27,0,0,100,83,"7","8",27,1,22,22,0,0,11,-8,2,1,0,23
"4563","Bad",66,143,2,38,8,3,2,90,67,"6","2",12,3,30,0,0,0,25,-8,3,1,0,67
"4564","Good",70,160,4,76,25,0,0,96,36,"6","6",25,2,16,6,0,0,47,43,7,3,1,67
"4565","Good",62,197,7,60,43,0,0,100,83,"7","8",54,1,44,24,1,1,103,70,14,11,4,100
"4566","Bad",56,179,3,69,27,2,2,87,2,"4","2",31,4,39,0,5,5,38,61,4,3,0,78
"4567","Bad",66,213,16,88,12,0,0,60,2,"4","6",15,0,20,17,1,0,51,73,3,1,0,80
"4568","Good",74,254,11,85,10,0,0,100,83,"7","8",10,1,50,4,1,1,93,38,2,3,2,100
"4569","Good",89,245,184,215,2,0,0,100,83,"7","8",37,0,0,22,0,0,3,-8,1,-8,0,50
"4570","Good",82,205,3,87,21,0,0,100,83,"7","8",23,1,48,0,0,0,10,70,3,6,0,75
"4571","Good",89,264,17,121,11,0,0,100,83,"7","8",3,0,45,-8,0,0,4,21,3,1,0,100
"4572","Bad",62,34,10,23,6,1,1,83,12,"6","6",6,1,33,0,0,0,45,72,4,2,1,100
"4573","Good",76,141,11,68,14,0,0,100,83,"7","8",14,1,43,-8,0,0,67,88,4,2,2,86
"4574","Bad",70,172,4,73,12,0,0,75,43,"6","6",12,1,33,24,0,0,55,-8,4,1,1,83
"4575","Good",73,327,5,107,32,0,0,97,71,"6","6",32,4,31,10,0,0,43,52,5,4,1,69
"4576","Good",63,309,36,112,17,2,1,68,7,"2","4",19,0,16,0,1,1,54,-8,5,1,2,67
"4577","Good",45,265,3,98,50,2,2,86,1,"4","6",51,1,25,11,0,0,62,69,8,4,3,65
"4578","Bad",55,88,4,43,9,1,0,82,2,"3","5",12,2,27,24,1,1,22,-8,3,1,0,57
"4579","Bad",88,324,18,126,17,0,0,100,83,"7","8",17,0,6,24,0,0,4,-8,5,1,1,75
"4580","Bad",60,117,4,52,24,2,2,92,7,"4","6",27,1,33,0,1,1,32,76,6,3,0,90
"4581","Good",79,231,16,112,21,0,0,100,83,"7","8",22,0,19,16,0,0,25,-8,7,1,1,64
"4582","Bad",54,144,13,77,25,3,1,74,4,"4","5",35,0,86,24,6,6,87,22,2,2,1,100
"4583","Bad",72,84,5,39,18,1,1,100,83,"7","8",10,3,37,24,4,4,7,14,3,2,1,50
"4584","Bad",59,191,6,82,46,0,0,93,1,"4","6",7,1,9,3,1,1,55,64,21,1,7,65
"4585","Bad",61,206,5,89,30,0,0,90,34,"6","6",30,2,20,0,1,1,61,28,10,2,5,72
"4586","Bad",80,168,1,34,1,0,0,100,83,"9","8",5,4,20,24,4,4,34,101,1,1,0,50
"4587","Good",87,220,22,143,28,0,0,100,83,"7","8",30,0,27,-8,0,0,13,-8,4,1,0,71
"4588","Good",84,337,1,84,36,0,0,100,83,"7","8",44,3,16,0,2,2,3,100,6,2,0,53
"4589","Good",83,161,3,85,24,0,0,100,83,"7","8",8,1,21,24,1,1,5,75,4,2,0,50
"4590","Bad",70,244,4,131,34,0,0,97,83,"5","7",23,1,24,-8,0,0,78,76,14,2,6,84
"4591","Bad",57,206,1,84,53,1,1,94,61,"0","6",83,1,31,1,2,2,60,97,11,3,3,75
"4592","Bad",79,322,14,117,32,1,1,100,83,"6","8",34,0,50,0,0,0,0,-8,1,1,0,29
"4593","Good",66,267,1,53,20,0,0,92,76,"6","6",24,3,21,0,0,0,50,52,5,3,4,57
"4594","Bad",67,158,0,51,28,0,0,97,-8,"6","6",29,1,45,0,2,2,44,42,5,1,3,67
"4595","Good",72,166,2,58,29,0,0,100,83,"7","8",33,5,20,24,0,0,34,90,4,2,1,33
"4596","Good",81,409,17,217,25,0,0,88,47,"6","6",9,0,28,-8,0,0,11,59,9,3,0,71
"4597","Good",69,111,20,65,14,2,2,93,35,"6","6",17,0,33,0,0,0,11,73,1,1,-8,67
"4598","Bad",63,241,9,73,32,0,0,100,83,"7","8",36,1,25,1,1,1,75,-8,6,-8,5,67
"4599","Good",84,380,5,109,24,0,0,100,83,"7","8",24,1,4,0,1,1,1,-8,3,1,0,27
"4600","Bad",61,69,4,22,9,0,0,100,83,"7","8",9,4,44,24,2,2,38,63,2,2,1,83
"4601","Bad",75,146,14,73,8,0,0,75,5,"4","6",57,0,38,22,0,0,0,-8,0,1,-8,50
"4602","Bad",73,136,18,63,36,0,0,100,83,"7","8",36,0,19,24,0,0,38,-8,14,1,3,79
"4603","Bad",66,165,2,45,18,0,0,85,2,"4","6",20,4,30,0,4,3,13,-8,6,1,0,58
"4604","Bad",62,-8,9,42,10,2,1,83,5,"3","5",12,2,33,1,1,1,14,90,4,1,1,63
"4605","Bad",56,140,2,76,37,0,0,93,1,"4","6",41,5,44,4,1,1,53,90,7,3,1,71
"4606","Bad",63,66,7,22,20,0,0,100,83,"7","8",16,4,10,4,1,1,47,38,8,2,1,79
"4607","Bad",79,210,5,88,38,0,0,100,83,"7","8",42,3,45,0,1,1,55,-8,3,2,1,71
"4608","Bad",65,145,1,47,21,0,0,96,8,"4","6",23,4,52,3,3,3,60,68,7,3,1,91
"4609","Bad",61,132,8,69,3,1,1,80,12,"6","2",5,2,100,0,0,0,-8,94,-8,2,-8,100
"4610","Good",79,171,34,95,6,0,0,100,83,"7","8",6,0,67,6,0,0,-8,-8,-8,1,-8,100
"4611","Good",76,125,8,67,11,0,0,100,83,"7","8",12,2,42,24,2,2,59,-8,2,1,0,100
"4612","Bad",57,193,5,75,20,0,0,81,6,"4","6",21,1,52,0,1,1,72,57,8,2,3,100
"4613","Good",85,173,16,51,9,0,0,100,83,"7","8",28,0,0,0,1,1,13,-8,4,-8,0,80
"4614","Bad",70,153,22,112,5,2,2,67,56,"6","4",6,0,67,0,0,0,0,-8,0,1,0,50
"4615","Bad",83,416,16,175,25,2,0,93,44,"6","5",27,0,11,24,0,0,22,-8,6,1,0,64
"4616","Good",66,150,10,69,17,1,0,90,9,"3","5",23,2,39,3,1,1,33,81,2,2,0,50
"4617","Bad",73,37,2,21,3,0,0,100,83,"7","8",5,2,50,24,4,4,-8,99,-8,1,-8,100
"4618","Bad",66,8,1,4,1,0,0,100,83,"7","8",3,3,33,2,4,4,45,-8,1,1,0,67
"4619","Bad",61,184,7,55,4,2,2,67,3,"0","2",6,1,67,0,0,0,14,74,1,3,0,100
"4620","Good",64,97,10,50,22,0,0,95,15,"6","6",24,1,41,24,0,0,68,64,2,2,2,44
"4621","Bad",69,130,2,60,13,3,1,82,41,"6","2",18,1,53,0,3,3,6,60,3,4,1,88
"4622","Good",72,304,6,83,27,0,0,93,55,"5","6",27,5,33,0,2,2,34,90,6,3,1,69
"4623","Good",84,249,2,80,23,0,0,100,83,"7","8",26,2,24,3,2,2,7,66,2,2,1,27
"4624","Bad",75,429,4,101,46,0,0,100,83,"7","8",46,3,30,0,1,1,38,34,16,2,2,78
"4625","Bad",74,-8,9,50,15,0,0,100,83,"7","8",0,2,60,24,0,0,45,84,4,3,1,88
"4626","Bad",70,187,2,92,32,0,0,97,19,"6","6",11,4,29,1,4,4,47,101,8,2,3,63
"4627","Bad",70,267,10,121,15,0,0,94,52,"6","6",16,2,56,0,4,4,77,-8,4,1,3,83
"4628","Bad",64,112,3,37,15,0,0,93,20,"6","6",15,4,33,0,1,1,38,93,2,3,1,45
"4629","Good",85,186,18,75,23,0,0,100,83,"7","8",25,0,32,2,1,1,1,-8,2,2,1,57
"4630","Bad",61,208,6,96,24,3,2,74,44,"6","2",27,3,63,24,2,2,53,77,6,4,2,92
"4631","Good",84,273,6,119,19,0,0,95,25,"6","6",19,1,16,0,2,2,3,-8,2,1,0,30
"4632","Bad",66,236,11,74,26,2,0,90,8,"4","2",29,1,17,0,0,0,77,-8,4,1,2,100
"4633","Bad",68,216,4,91,23,1,1,88,52,"6","2",26,6,54,24,2,2,42,90,6,2,1,80
"4634","Bad",66,195,13,67,19,0,0,95,0,"4","6",20,0,42,3,1,1,23,83,3,3,0,88
"4635","Bad",61,74,5,38,24,2,2,85,4,"4","4",26,2,31,0,1,1,43,87,2,4,0,46
"4636","Bad",65,199,17,83,9,5,5,100,83,"6","8",9,0,56,22,0,0,88,77,3,2,1,100
"4637","Bad",63,183,13,74,13,2,2,75,7,"0","2",17,0,81,0,0,0,0,-8,0,1,-8,50
"4638","Bad",70,159,3,62,29,0,0,86,1,"4","6",29,6,48,24,1,1,9,69,2,6,2,57
"4639","Bad",70,83,3,40,26,4,2,80,10,"4","4",30,3,33,24,0,0,3,89,2,4,0,58
"4640","Good",70,81,16,53,17,1,1,100,83,"6","8",17,0,24,2,1,1,32,78,9,2,0,73
"4641","Bad",66,122,0,51,31,0,0,100,83,"7","8",37,6,62,0,17,14,40,68,5,4,2,82
"4642","Good",81,368,2,82,51,0,0,100,83,"7","8",52,6,19,0,3,3,7,58,4,2,0,32
"4643","Bad",72,55,4,32,21,0,0,100,83,"7","8",21,4,48,0,0,0,18,44,6,4,0,71
"4644","Good",68,343,13,127,13,1,1,100,83,"6","8",13,0,15,2,3,3,61,-8,4,-8,3,63
"4645","Bad",62,199,2,65,18,0,0,85,22,"6","6",20,3,40,24,5,5,58,82,4,3,1,88
"4646","Bad",66,-8,4,17,4,0,0,100,83,"7","8",5,2,80,4,4,4,97,196,1,2,1,75
"4647","Good",80,391,3,105,14,0,0,100,83,"7","8",14,1,21,0,1,1,68,83,3,2,2,71
"4648","Good",62,152,10,79,18,5,1,72,20,"6","4",25,1,28,0,1,1,81,80,5,2,3,78
"4649","Good",81,291,6,65,5,0,0,80,67,"6","6",10,1,40,24,0,0,1,-8,2,1,0,75
"4650","Good",68,184,10,89,25,0,0,96,62,"6","6",27,1,27,24,12,12,24,84,4,3,2,54
"4651","Good",82,150,9,49,12,0,0,100,83,"7","8",18,1,42,14,0,0,5,92,1,2,0,43
"4652","Good",76,98,11,50,15,0,0,100,83,"7","8",15,2,27,0,0,0,42,60,2,2,1,63
"4653","Good",83,208,10,100,40,0,0,98,-8,"6","6",40,2,48,-8,0,0,13,88,4,2,0,43
"4654","Bad",74,16,2,9,2,0,0,100,83,"7","8",3,2,33,0,3,3,8,83,2,1,0,100
"4655","Bad",69,147,3,65,38,0,0,100,83,"7","8",41,4,44,1,4,4,51,73,3,3,1,46
"4656","Good",70,166,1,70,45,0,0,98,83,"5","7",50,3,46,24,0,0,69,93,7,4,5,85
"4657","Good",85,251,3,66,56,0,0,100,83,"7","8",61,4,26,0,4,4,1,-8,7,1,0,36
"4658","Bad",75,223,2,94,25,0,0,96,9,"4","6",26,2,50,24,0,0,27,74,6,8,0,78
"4659","Bad",61,123,39,63,10,0,0,73,3,"4","6",11,0,36,-8,1,0,73,-8,1,1,1,33
"4660","Good",68,15,13,14,3,0,0,100,83,"7","8",3,0,100,0,2,2,-8,72,-8,2,-8,100
"4661","Good",76,333,8,145,15,1,1,94,70,"6","4",16,2,19,24,4,4,32,-8,2,-8,0,50
"4662","Good",91,147,10,89,12,0,0,100,83,"7","8",12,1,25,0,2,1,0,24,0,2,-8,60
"4663","Good",88,309,22,86,9,0,0,100,83,"7","8",10,0,10,0,1,1,9,-8,2,-8,0,40
"4664","Good",85,248,2,103,27,0,0,100,83,"7","8",29,3,31,1,2,2,16,-8,4,1,0,45
"4665","Bad",90,165,1,111,4,0,0,100,83,"7","8",5,1,40,1,3,3,0,-8,0,-8,0,0
"4666","Good",69,187,2,98,29,0,0,97,25,"6","6",30,3,37,2,2,2,33,74,7,4,2,73
"4667","Good",73,163,14,62,14,1,1,100,83,"6","8",15,0,60,24,2,2,17,66,1,3,-8,80
"4668","Bad",57,360,6,124,40,3,0,93,2,"3","5",44,2,25,7,0,0,60,39,9,3,1,86
"4669","Good",86,160,7,129,14,0,0,100,83,"7","8",14,1,64,6,0,0,2,91,2,1,0,100
"4670","Bad",68,148,4,22,7,0,0,100,83,"7","8",18,1,43,0,1,1,54,-8,4,1,2,100
"4671","Bad",79,330,9,93,29,0,0,100,83,"7","8",21,2,41,0,3,3,26,75,7,2,1,69
"4672","Good",82,260,21,104,19,0,0,100,83,"7","8",21,0,43,4,2,2,4,-8,1,-8,0,17
"4673","Bad",73,345,11,74,25,0,0,92,34,"6","6",25,1,20,0,0,0,54,46,6,2,3,62
"4674","Good",78,177,1,65,26,0,0,96,-8,"6","6",28,3,46,24,1,1,4,72,4,5,0,64
"4675","Bad",88,272,29,137,5,0,0,100,83,"7","8",5,0,20,24,1,1,3,-8,1,-8,0,33
"4676","Good",83,185,12,103,13,0,0,92,77,"6","6",13,0,15,24,0,0,7,-8,4,1,0,83
"4677","Bad",56,48,6,25,7,0,0,50,2,"4","6",8,1,25,0,0,0,75,100,3,1,1,71
"4678","Bad",71,60,9,29,12,1,1,92,44,"6","6",12,2,75,0,2,1,0,59,0,2,-8,75
"4679","Good",89,176,4,83,12,0,0,100,83,"7","8",12,2,58,0,0,0,0,-8,1,1,0,50
